"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Bugs in Large Language Models Generated Code: An Empirical Study","https://scispace.com/paper/bugs-in-large-language-models-generated-code-an-empirical-4809oz2ll3","2024","Journal Article","arXiv.org","Florian Tambon
Arghavan Moradi Dakhel
Amin Nikanjam
Foutse Khomh
Michel C. Desmarais
Giuliano Antoniol","10.48550/arxiv.2403.08937","","Large Language Models (LLMs) for code have gained significant attention recently. They can generate code in different programming languages based on provided prompts, fulfilling a long-lasting dream in Software Engineering (SE), i.e., automatic code generation. Similar to human-written code, LLM-generated code is prone to bugs, and these bugs have not yet been thoroughly examined by the community. Given the increasing adoption of LLM-based code generation tools (e.g., GitHub Copilot) in SE activities, it is critical to understand the characteristics of bugs contained in code generated by LLMs. This paper examines a sample of 333 bugs collected from code generated using three leading LLMs (i.e., CodeGen, PanGu-Coder, and Codex) and identifies the following 10 distinctive bug patterns: Misinterpretations, Syntax Error, Silly Mistake, Prompt-biased code, Missing Corner Case, Wrong Input Type, Hallucinated Object, Wrong Attribute, Incomplete Generation, and Non-Prompted Consideration. The bug patterns are presented in the form of a taxonomy. The identified bug patterns are validated using an online survey with 34 LLM practitioners and researchers. The surveyed participants generally asserted the significance and prevalence of the bug patterns. Researchers and practitioners can leverage these findings to develop effective quality assurance techniques for LLM-generated code. This study sheds light on the distinctive characteristics of LLM-generated code.","The code generated by large language models (LLMs) contains distinctive bug patterns that differ from human-written code. These bug patterns include misinterpretations, syntax errors, missing corner cases, and more. Understanding these patterns is crucial for developing effective quality assurance techniques for LLM-generated code."
"A Survey on Large Language Models for Code Generation","https://scispace.com/paper/a-survey-on-large-language-models-for-code-generation-3wcynsnccb","2024","Journal Article","","J.-H.R. Jiang
Fan Wang
Jiasi Shen
Seong-Ju Kim
Sunghun Kim","10.48550/arxiv.2406.00515","","Large Language Models (LLMs) have garnered remarkable advancements across diverse code-related tasks, known as Code LLMs, particularly in code generation that generates source code with LLM from natural language descriptions. This burgeoning field has captured significant interest from both academic researchers and industry professionals due to its practical significance in software development, e.g., GitHub Copilot. Despite the active exploration of LLMs for a variety of code tasks, either from the perspective of natural language processing (NLP) or software engineering (SE) or both, there is a noticeable absence of a comprehensive and up-to-date literature review dedicated to LLM for code generation. In this survey, we aim to bridge this gap by providing a systematic literature review that serves as a valuable reference for researchers investigating the cutting-edge progress in LLMs for code generation. We introduce a taxonomy to categorize and discuss the recent developments in LLMs for code generation, covering aspects such as data curation, latest advances, performance evaluation, and real-world applications. In addition, we present a historical overview of the evolution of LLMs for code generation and offer an empirical comparison using the widely recognized HumanEval and MBPP benchmarks to highlight the progressive enhancements in LLM capabilities for code generation. We identify critical challenges and promising opportunities regarding the gap between academia and practical development. Furthermore, we have established a dedicated resource website (https://codellm.github.io) to continuously document and disseminate the most recent advances in the field. ","This survey provides a comprehensive review of Large Language Models (LLMs) for code generation, introducing a taxonomy, historical overview, and empirical comparison of recent developments, highlighting advancements, challenges, and opportunities in this burgeoning field."
"Measuring the Runtime Performance of Code Produced with GitHub Copilot","https://scispace.com/paper/measuring-the-runtime-performance-of-code-produced-with-3pxgtndm","2023","Journal Article","arXiv.org","Sreeharsha Udayashankar
Meiyappan Nagappan
Samer Al-Kiswany","10.48550/arXiv.2305.06439","","GitHub Copilot is an artificially intelligent programming assistant used by many developers. While a few studies have evaluated the security risks of using Copilot, there has not been any study to show if it aids developers in producing code with better runtime performance. We evaluate the runtime performance of code produced when developers use GitHub Copilot versus when they do not. To this end, we conducted a user study with 32 participants where each participant solved two C++ programming problems, one with Copilot and the other without it and measured the runtime performance of the participants' solutions on our test data. Our results suggest that using Copilot may produce code with a significantly slower runtime performance.","In this article , the authors conducted a user study with 32 participants where each participant solved two C++ programming problems, one with Copilot and the other without it, and measured the runtime performance of the participants' solutions on our test data."
"Understanding the Human-LLM Dynamic: A Literature Survey of LLM Use in
  Programming Tasks","https://scispace.com/paper/understanding-the-human-llm-dynamic-a-literature-survey-of-65v4n52lvrpi","2024","Journal Article","","Deborah Etsenake
Meiyappan Nagappan","10.48550/arxiv.2410.01026","","Large Language Models (LLMs) are transforming programming practices, offering significant capabilities for code generation activities. While researchers have explored the potential of LLMs in various domains, this paper focuses on their use in programming tasks, drawing insights from user studies that assess the impact of LLMs on programming tasks. We first examined the user interaction behaviors with LLMs observed in these studies, from the types of requests made to task completion strategies. Additionally, our analysis reveals both benefits and weaknesses of LLMs showing mixed effects on the human and task. Lastly, we looked into what factors from the human, LLM or the interaction of both, affect the human's enhancement as well as the task performance. Our findings highlight the variability in human-LLM interactions due to the non-deterministic nature of both parties (humans and LLMs), underscoring the need for a deeper understanding of these interaction patterns. We conclude by providing some practical suggestions for researchers as well as programmers. ","This literature survey examines the use of Large Language Models (LLMs) in programming tasks, analyzing user interaction behaviors, benefits, and weaknesses, and identifying factors affecting human-LLM interactions, highlighting variability and the need for deeper understanding."
"Who is Smarter? An Empirical Study of AI-Based Smart Contract Creation","https://scispace.com/paper/who-is-smarter-an-empirical-study-of-ai-based-smart-contract-57nn14o6e2","2023","Journal Article","","Rabimba Karanjai
Edward Li
Lei Xu
Weidong Shi","10.1109/brains59668.2023.10316829","","The introduction of large language models (LLMs) like ChatGPT and Google Palm2 for smart contract generation seems to be the first well-established instance of an AI pair programmer. LLMs have access to a large number of open-source smart contracts, enabling them to utilize more extensive code in Solidity than other code generation tools. Although the initial and informal assessments of LLMs for smart contract generation are promising, a systematic evaluation is needed to explore the limits and benefits of these models. The main objective of this study is to assess the quality of generated code provided by LLMs for smart contracts. We also aim to evaluate the impact of the quality and variety of input parameters fed to LLMs. To achieve this aim, we created an experimental setup for evaluating the generated code in terms of validity, correctness, and efficiency. Our study finds crucial evidence of security bugs getting introduced in the generated smart contracts as well as the overall quality and correctness of the code getting impacted. However, we also identified the areas where it can be improved. The paper also proposes several potential research directions to improve the process, quality and safety of generated smart contract codes.","This study finds crucial evidence of security bugs getting introduced in the generated smart contracts as well as the overall quality and correctness of the code getting impacted, but also identified the areas where it can be improved."
"LLM Hallucinations in Practical Code Generation: Phenomena, Mechanism, and Mitigation","https://scispace.com/paper/llm-hallucinations-in-practical-code-generation-phenomena-3p5sscqp74bp","2024","Journal Article","arXiv.org","Ziyao Zhang
Yanlin Wang
Chong Wang
Jiachi Chen
Zibin Zheng","10.48550/arxiv.2409.20550","","Code generation aims to automatically generate code from input requirements, significantly enhancing development efficiency. Recent large language models (LLMs) based approaches have shown promising results and revolutionized code generation task. Despite the promising performance, LLMs often generate contents with hallucinations, especially for the code generation scenario requiring the handling of complex contextual dependencies in practical development process. Although previous study has analyzed hallucinations in LLM-powered code generation, the study is limited to standalone function generation. In this paper, we conduct an empirical study to study the phenomena, mechanism, and mitigation of LLM hallucinations within more practical and complex development contexts in repository-level generation scenario. First, we manually examine the code generation results from six mainstream LLMs to establish a hallucination taxonomy of LLM-generated code. Next, we elaborate on the phenomenon of hallucinations, analyze their distribution across different models. We then analyze causes of hallucinations and identify four potential factors contributing to hallucinations. Finally, we propose an RAG-based mitigation method, which demonstrates consistent effectiveness in all studied LLMs. The replication package including code, data, and experimental results is available at https://github.com/DeepSoftwareAnalytics/LLMCodingHallucination","This study investigates LLM hallucinations in practical code generation, analyzing phenomena, mechanisms, and mitigation methods in repository-level generation scenarios, proposing an RAG-based method that demonstrates consistent effectiveness across six mainstream LLMs."
"Large Language Models for Secure Code Assessment: A Multi-Language
  Empirical Study","https://scispace.com/paper/large-language-models-for-secure-code-assessment-a-multi-24rt2yfeyaem","2024","Journal Article","","Kohei Dozono
Tiago Espinha Gasiba
Andrea Stocco","10.48550/arxiv.2408.06428","","Most vulnerability detection studies focus on datasets of vulnerabilities in C/C++ code, offering limited language diversity. Thus, the effectiveness of deep learning methods, including large language models (LLMs), in detecting software vulnerabilities beyond these languages is still largely unexplored. In this paper, we evaluate the effectiveness of LLMs in detecting and classifying Common Weakness Enumerations (CWE) using different prompt and role strategies. Our experimental study targets six state-of-the-art pre-trained LLMs (GPT-3.5- Turbo, GPT-4 Turbo, GPT-4o, CodeLLama-7B, CodeLLama- 13B, and Gemini 1.5 Pro) and five programming languages: Python, C, C++, Java, and JavaScript. We compiled a multi-language vulnerability dataset from different sources, to ensure representativeness. Our results showed that GPT-4o achieves the highest vulnerability detection and CWE classification scores using a few-shot setting. Aside from the quantitative results of our study, we developed a library called CODEGUARDIAN integrated with VSCode which enables developers to perform LLM-assisted real-time vulnerability analysis in real-world security scenarios. We have evaluated CODEGUARDIAN with a user study involving 22 developers from the industry. Our study showed that, by using CODEGUARDIAN, developers are more accurate and faster at detecting vulnerabilities. ","This study evaluates the effectiveness of large language models in detecting software vulnerabilities across six programming languages, achieving highest detection scores with GPT-4o, and develops a library, CODEGUARDIAN, for real-time vulnerability analysis."
"Natural Language Generation and Understanding of Big Code for AI-Assisted Programming: A Review","https://scispace.com/paper/natural-language-generation-and-understanding-of-big-code-37gff8tq","2023","Journal Article","Entropy","Man Fai Wong
Ching Nam Hang
Chee Wei Tan","10.3390/e25060888","","This paper provides a comprehensive review of the literature concerning the utilization of Natural Language Processing (NLP) techniques, with a particular focus on transformer-based large language models (LLMs) trained using Big Code, within the domain of AI-assisted programming tasks. LLMs, augmented with software naturalness, have played a crucial role in facilitating AI-assisted programming applications, including code generation, code completion, code translation, code refinement, code summarization, defect detection, and clone detection. Notable examples of such applications include the GitHub Copilot powered by OpenAI’s Codex and DeepMind AlphaCode. This paper presents an overview of the major LLMs and their applications in downstream tasks related to AI-assisted programming. Furthermore, it explores the challenges and opportunities associated with incorporating NLP techniques with software naturalness in these applications, with a discussion on extending AI-assisted programming capabilities to Apple’s Xcode for mobile software development. This paper also presents the challenges of and opportunities for incorporating NLP techniques with software naturalness, empowering developers with advanced coding assistance and streamlining the software development process.","A comprehensive review of the literature concerning the utilization of natural language processing (NLP) techniques, with a particular focus on transformer-based large language models (LLMs) trained using Big Code, within the domain of AI-assisted programming tasks is provided in this paper ."
"Can Large Language Models Better Predict Software Vulnerability?","https://scispace.com/paper/can-large-language-models-better-predict-software-3lt5zjwo","2023","Journal Article","IT Professional","Evangelos Katsadouros
Charalampos Z. Patrikakis
George Hurlburt","10.1109/mitp.2023.3284628","","The analysis of software for software vulnerability has matured over the years. In the beginning, linear approaches were tried to isolate known vulnerabilities via after-the-fact static analysis. As neural nets and machine learning became useful, more dynamic approaches were applied, It will be interesting to see what the new wave of Generative Artificial intelligence can contribute to the realm of assessing software vulnerabilities. ","The analysis of software for software vulnerability has matured over the years as discussed by the authors , and linear approaches were tried to isolate known vulnerabilities via after-the-fact static analysis and more dynamic approaches were applied, it will be interesting to see what the new wave of Generative Artificial intelligence can contribute to the realm of assessing software vulnerabilities."
"Quality Assessment of ChatGPT Generated Code and their Use by Developers","https://scispace.com/paper/quality-assessment-of-chatgpt-generated-code-and-their-use-2kiq5lj6dw","2024","Book","","Mohammed Latif Siddiq
Lindsay Roney
Jiahao Zhang
Joanna C. S. Santos","10.1145/3643991.3645071","","The release of large language models (LLMs) like ChatGPT has revolutionized software development. Prior works explored ChatGPT’s generated response quality, the effectiveness of different prompting techniques, its performance in programming contests, etc. However, there is limited information regarding the practical usage of ChatGPT by software developers. This data mining challenge focuses on DevGPT, a curated dataset of developer-ChatGPT conversations encompassing prompts with ChatGPT’s responses, including code snippets. Our paper leverages this dataset to investigate (RQ1) whether ChatGPT generates Python & Java code with quality issues; (RQ2) whether ChatGPT-generated code is merged into a repository, and, if it does, to what extent developers change them; and (RQ3) what are the main use cases for ChatGPT besides code generation. We found that ChatGPT-generated code suffers from using undefined/unused variables and improper documentation. They also have security issues related to improper resources and exception management. Our results show that ChatGPT-generated codes are hardly merged, and they are significantly modified before merging. Based on an analysis of developers’ discussions and the developer-ChatGPT chats, we found that developers use ChatGPT for every stage of software development and leverage it to learn about new frameworks and development kits.CCS CONCEPTS• Software and its engineering → Software performance; Software usability; Empirical software validation.","This study assesses the quality of ChatGPT-generated code and its practical usage by developers, finding issues with variables, documentation, and security, and that generated code is rarely merged without significant modification, but is used for learning and various development stages."
"Understanding the Effectiveness of Large Language Models in Code Translation","https://scispace.com/paper/understanding-the-effectiveness-of-large-language-models-in-3afnacz548","2023","Journal Article","arXiv.org","Rangeet Pan
Ali Reza Ibrahimzada
Rahul Krishna
Divya Sankar
Lambert Pouguem Wassi
M. Merler
Boris Sobolev
Raju Pavuluri
Saurabh Sinha
Reyhaneh Jabbarvand","10.48550/arxiv.2308.03109","","—Code translation aims to convert source code from one programming language (PL) to another. Given the promising abilities of large language models (LLMs) in code synthesis, researchers are actively exploring their potential to automate code translation, i.e., generating code in target PL from its equivalent in another PL. The pre-requisite for advancing the state of LLM-based code translation is to understand their limitations. To that end, we present a large-scale empirical study to investigate the ability of LLMs, including general LLMs and code LLMs, for code translation across pairs of different languages, including C, C++, Go, Java, and Python. Our analysis involves the translation of 1,700 code samples from three distinct benchmarks and real-world projects, revealing LLMs are yet to be reliably used to automate code translation—with incorrect translations ranging from 52.7% to 97.9% across the studied LLMs. Further manual investigation of unsuccessful translations among all PLs identifies 14 root causes for translation bugs. Based on the insights from the empirical study, we propose a prompt-crafting approach to provide additional context for LLMs, improving the performance of LLM-based code translation by 5.5% on average across different PLs, LLMs, and benchmarks. Our study is the first of its kind, in terms of its scale and breadth, that provides insights into the current limitations of LLMs in code translation and opportunities for improving them. Our collected extensive dataset—consisting of 1,700 code samples written in five PLs with 10K+ tests, 43K+ translated code, 1,725 manually labeled bugs, and 1,365 bug-fix pairs generated using LLMs –can help drive research in this area.","This study is the first of its kind, in terms of its scale and breadth, that provides insights into the current limitations of LLMs in code translation and opportunities for improving them, and proposes a prompt-crafting approach to provide additional context for LLMs."
