"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5E2W63X8","journalArticle","2024","Kuhail, Mohammad Amin; Mathew, Sujith Samuel; Khalil, Ashraf; Berengueres, Jose; Shah, Syed Jawad Hussain","“Will I be replaced?” Assessing ChatGPT's effect on software development and programmer perceptions of AI tools","Science of Computer Programming","","01676423","10.1016/j.scico.2024.103111","https://linkinghub.elsevier.com/retrieve/pii/S0167642324000340","ChatGPT is a language model with artificial intelligence (AI) capabilities that has found utility across various sectors. Given its impact, we conducted two empirical studies to assess the potential and limitations of ChatGPT and other AI tools in software development. In the first study, we evaluated ChatGPT 3.5′s effectiveness in generating code for 180 coding problems from LeetCode, an online coding interview preparation platform. Our findings suggest that ChatGPT 3.5 is more effective in solving easy and medium coding problems but less reliable for harder problems. Further, ChatGPT 3.5 is somewhat more effective at coding problems with higher popularity scores. In the second study, we administered a questionnaire (N = 99) to programmers to gain insights into their views on ChatGPT and other AI tools. Our findings indicate that programmers use AI tools for various tasks, such as generating boilerplate code, explaining complex code, and conducting research. AI tools also help programmers to become more productive by creating better-performing, shorter, and more readable code, among other benefits. However, AI tools can sometimes misunderstand requirements and generate erroneous code. While most programmers are not currently concerned about AI tools replacing them, they are apprehensive about what the future may hold. Our research has also revealed associations between AI tool usage, trust, perceived productivity, and job security threats caused by the tools.","2024-07","2026-04-23 21:24:40","2026-04-23 21:24:40","2026-04-23 21:24:40","103111","","","235","","Science of Computer Programming","“Will I be replaced?","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E093</p> </div>; <div data-schema-version=""9""><p>Paper_093</p> </div>","/Users/lguevara/Zotero/storage/47UNHSYT/Kuhail et al. - 2024 - “Will I be replaced” Assessing ChatGPT's effect on software development and programmer perceptions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6M5QGPDC","thesis","2025","Mohamed, Amr","The Impact of LLM-Assistants on Software Developer Productivity","","","","","https://queensu.scholaris.ca/server/api/core/bitstreams/999a1cb5-75e8-43cc-a78c-ff0390cef43c/content","Large language models (LLMs) are transforming software engineering by supporting tasks such as coding, debugging, and documentation. Their rapid adoption raises fundamental questions on how they affect developer productivity. To investigate this, this thesis examines the impact of LLMs on software developers’ productivity through both a systematic literature review (SLR) and an empirical study of Stack Overflow. The SLR covers 37 peer-reviewed studies published between 2014 and 2024. The review synthesizes reported benefits, including reduced code search, accelerated development, and automation of routine tasks, alongside risks such as cognitive offloading, reduced code quality, and diminished team collaboration. The review also identifies a gap in understanding how LLMs reshape collaboration on public knowledge-sharing platforms. To address this, we complement it with an empirical study analyzing 192 Stack Overflow contexts where developers share or reference ChatGPT conversations. Results show references are mainly used to report failed AI solutions, support claims, or provide explanations. Emotion analysis reveals mostly neutral tones, with shifts toward confusion in implicit references and reduced gratitude in explicit ones. Together, these studies offer both a broad synthesis and a focused case study, highlighting how LLMs affect productivity and reshape collaborative practices.","2025-12","2026-05-10 22:17:08","2026-05-10 22:19:22","","","","","","","","","","","","","Queen’s University","Kingston, Ontario, Canada","en","","","","","Zotero","","","<div data-schema-version=""9""><p>E135</p> </div>; <div data-schema-version=""9""><p>Paper_135</p> </div>","/Users/lguevara/Zotero/storage/BD92Q4CF/Mohamed - The Impact of LLM-Assistants on Software Developer Productivity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2LKIURY","journalArticle","2025","Omaraliev, Abdimalik Ch.; Omaralieva, Gulbaira A.; Wu, Ming Yu; Akimova, Cholponai","Artificial Intelligence in Development: Practical Scenarios","Bulletin of Science and Practice","","24142948","10.33619/2414-2948/119/10","https://doi.org/10.33619/2414-2948/119/10","The paper presents practical applications of AI assistants in everyday software engineering: requirement formalization, code scaffolding, SQL/migrations support, log‑based fault localization, test generation, documentation upkeep, and CI/CD optimization. We summarize observable benefits (time savings, defect reduction), typical risks (hallucinations, data leakage, licensing), and a lightweight evaluation method based on before/after measurements on real backlog items. Implementation guidelines for phased adoption are provided.","2025","2026-05-14 14:40:38","2026-05-14 15:04:26","2026-05-14","74-82","","10","11","","Bull. Sci. Pract.","","","","","","","","ru","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E152</p> </div>; <div data-schema-version=""9""><p>Paper_152</p> </div>","/Users/lguevara/Zotero/storage/T6HHWH8F/Omaraliev et al. - 2025 - Artificial Intelligence in Development Practical Scenarios.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX74Q35X","preprint","2025","Fan, Zhiyu; Vasilevski, Kirill; Lin, Dayi; Chen, Boyuan; Chen, Yihao; Zhong, Zhiqing; Zhang, Jie M.; He, Pinjia; Hassan, Ahmed E.","SWE-Effi: Re-Evaluating Software AI Agent System Effectiveness Under Resource Constraints","","","","10.48550/arXiv.2509.09853","http://arxiv.org/abs/2509.09853","The advancement of large language models (LLMs) and code agents has demonstrated significant potential to assist software engineering (SWE) tasks, such as autonomous issue resolution and feature addition. Existing AI for software engineering leaderboards (e.g., SWE-bench) focus solely on solution accuracy, ignoring the crucial factor of effectiveness in a resource-constrained world. This is a universal problem that also exists beyond software engineering tasks: any AI system should be more than correct—it must also be cost-effective. To address this gap, we introduce SWE-Effi, a set of new metrics to re-evaluate AI systems in terms of holistic effectiveness scores. We define effectiveness as the balance between the accuracy of outcome (e.g., issue resolve rate) and the resources consumed (e.g., token and time). In this paper, we specifically focus on the software engineering scenario by re-ranking popular AI systems for issue resolution on a subset of the SWE-bench benchmark using our new multi-dimensional metrics. We found that AI system’s effectiveness depends not just on the scaffold itself, but on how well it integrates with the base model, which is key to achieving strong performance in a resource-efficient manner. We also identified systematic challenges such as the “token snowball” effect and, more significantly, a pattern of “expensive failures”. In these cases, agents consume excessive resources while stuck on unsolvable tasks—an issue that not only limits practical deployment but also drives up the cost of failed rollouts during RL training. Lastly, we observed a clear trade-off between effectiveness under the token budget and effectiveness under the time budget, which plays a crucial role in managing project budgets and enabling scalable reinforcement learning, where fast responses are essential.","2025-09-18","2026-05-17 00:44:30","2026-05-17 00:44:30","2026-05-17 00:44:30","","","","","","","SWE-Effi","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2509.09853 [cs.SE]","<div data-schema-version=""9""><p>E186</p> </div>; <div data-schema-version=""9""><p>Paper_186</p> </div>","/Users/lguevara/Zotero/storage/YD5Q9D6S/Fan et al. - 2025 - SWE-Effi Re-Evaluating Software AI Agent System Effectiveness Under Resource Constraints.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2509.09853","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR8IDS7C","journalArticle","2025","Nejjar, Mohamed; Zacharias, Luca; Stiehle, Fabian; Weber, Ingo","LLMs for Science: Usage for Code Generation and Data Analysis","Journal of Software: Evolution and Process","","2047-7473, 2047-7481","10.1002/smr.2723","https://onlinelibrary.wiley.com/doi/10.1002/smr.2723","Large language models (LLMs) have been touted to enable increased productivity in many areas of today's work life. Scientific research as an area of work is no exception: The potential of LLM-based tools to assist in the daily work of scientists has become a highly discussed topic across disciplines. However, we are only at the very onset of this subject of study. It is still unclear how the potential of LLMs will materialize in research practice. With this study, we give first empirical evidence on the use of LLMs in the research process. We have investigated a set of use cases for LLMbased tools in scientific research and conducted a first study to assess to which degree current tools are helpful. In this position paper, we report specifically on use cases related to software engineering, specifically, on generating application code and developing scripts for data analytics and visualization. While we studied seemingly simple use cases, results across tools differ significantly. Our results highlight the promise of LLM-based tools in general, yet we also observe various issues, particularly regarding the integrity of the output these tools provide.","2025-07-18","2026-05-17 01:25:19","2026-06-14 01:01:05","2026-05-17 01:25:19","e2723","","1","37","","J Software Evolu Process","LLMs for science","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E188</p> </div>; <div data-schema-version=""9""><p>Paper_188</p> </div>","/Users/lguevara/Zotero/storage/XULBGYHQ/Nejjar et al. - 2025 - LLMs for Science Usage for Code Generation and Data Analysis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLL6WJSD","thesis","2023","Deutschmann, Claudia","Auswirkungen und Benefits durch den Einsatz von künstlicher Intelligenz in der Softwareentwicklung","","","","10.58023/1170","https://opus.campus02.at/frontdoor/index/index/docId/1170?utm_source=chatgpt.com","The objective of this master's thesis was to assess the effects and benefits of the application of Artificial Intelligence (AI) in the Styrian software development sector. To formulate hypotheses, current literature sources were analysed. The theoretical section describes several AI tools that can be used for software development and discusses the potential applications of AI for software development activities, based on current studies. In addition, the ethical aspects, impacts on work processes and risks associated with the implementation of AI are described.","2023","2026-05-17 01:55:20","2026-05-17 02:33:08","","","VII, 103","","","","","KI in der Softwareentwicklung","","","","","FH CAMPUS 02 (CAMPUS 02 Fachhochschule der Wirtschaft)","","de","","Masther's Thesis","","","OPUS CAMPUS 02","","Empirical survey study on AI adoption and impacts in software development","<div data-schema-version=""9""><p>E190</p> </div>; <div data-schema-version=""9""><p>Paper_190</p> </div>","/Users/lguevara/Zotero/storage/LSWFMM24/Deutschmann - Studiengang Informationstechnologien und Wirtschaftsinformatik.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C64CNW49","conferencePaper","2025","Abdullah, Wali Mohammad; Islam, Md Morshedul; Parmar, Devraj; Patel, Happy Hasmukhbhai; Prabhakaran, Sindhuja; Saha, Baidya","RAILS: Retrieval-Augmented Intelligence for Learning Software Development","2025 IEEE High Performance Extreme Computing Conference (HPEC)","2643-1971","","10.1109/HPEC67600.2025.11196549","","Large Language Models (LLMs) like GPT-3.5-Turbo are increasingly used to assist software development, yet they often produce incomplete code or incorrect imports, especially when lacking access to external or project-specific documentation. We introduce RAILS (Retrieval-Augmented Intelligence for Learning Software Development), a framework that augments LLM prompts with semantically retrieved context from curated Java resources using FAISS and OpenAI embeddings. RAILS incorporates an iterative validation loop guided by compiler feedback to refine suggestions. We evaluated RAILS on 78 realworld Java import error cases spanning standard libraries, GUI APIs, external tools, and custom utilities. Despite using the same LLM, RAILS outperforms baseline prompting by preserving intent, avoiding hallucinations, and surfacing correct imports even when libraries are unavailable locally. Future work will integrate symbolic filtering via PostgreSQL and extend support to other languages and IDEs.","2025-09-15","2026-05-18 20:46:43","2026-05-18 21:57:30","","1-6","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE High Performance Extreme Computing Conference (HPEC)","<div data-schema-version=""9""><p>E222</p> </div>; <div data-schema-version=""9""><p>Paper_222</p> </div>","/Users/lguevara/Zotero/storage/8Y956AKX/Abdullah et al. - 2025 - RAILS Retrieval-Augmented Intelligence for Learning Software Development.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE High Performance Extreme Computing Conference (HPEC)","","","","","","","","","","","","","","",""
"VTMR8CUI","preprint","2024","Spiess, Claudio; Gros, David; Pai, Kunal Suresh; Pradel, Michael; Rabin, Md Rafiqul Islam; Alipour, Amin; Jha, Susmit; Devanbu, Prem; Ahmed, Toufique","Calibration and Correctness of Language Models for Code","","","","10.48550/arXiv.2402.02047","http://arxiv.org/abs/2402.02047","Machine learning models are widely used, but can also often be wrong. Users would benefit from a reliable indication of whether a given output from a given model should be trusted, so a rational decision can be made whether to use the output or not. For example, outputs can be associated with a confidence measure; if this confidence measure is strongly associated with likelihood of correctness, then the model is said to be well-calibrated.","2024-08-21","2026-05-19 19:52:12","2026-05-19 19:52:19","2026-05-19 19:52:12","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2402.02047 [cs.SE]","Comment: Published in ICSE'25; <div data-schema-version=""9""><p>E228</p> </div>; <div data-schema-version=""9""><p>Original Name: Quality and Trust in LLM-generated Code</p> <p></p> </div>; <div data-schema-version=""9""><p>Paper_228</p> </div>","/Users/lguevara/Zotero/storage/9IN4DCDV/Spiess et al. - 2024 - Calibration and Correctness of Language Models for Code.pdf","","","Computer Science - Machine Learning; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2402.02047","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Q5B4MF9","journalArticle","2026","Besser, Stephanie A.; Jensen, Eric A.; Katz, Daniel S.","How Generative AI is Shaping Research Software Development and Maintenance at a Research-Intensive University","Open Research Europe","","27325121 (ISSN)","10.12688/openreseurope.22009.1","https://www.scopus.com/pages/publications/105034007932?origin=resultslist","Background: Generative artificial intelligence is spreading rapidly across academic research, yet its role in the development and maintenance of research software remains insufficiently characterized. Methods: A six week, institutional review board approved, anonymized online survey of faculty and research staff at a large research intensive university in late 2024 (n = 251). Branching survey questions distinguished general users of research software from those who create or maintain it. Quantitative associations were examined using chi square or Fisher’s exact tests, and free text descriptions of generative AI use in software development were analyzed thematically. Results: Overall, 29% of respondents reported using generative AI for at least one research task. Within the subsample of active research software developers, 33% reported using generative AI for software development and 51% indicated continued or planned future use. No statistically significant associations were found for age, recency of highest degree, or external funding. Gender was significantly associated with generative AI use for software development, with higher uptake among men than women (41% versus 15%; χ 2(1)=5.03, p=.025). Reported generative AI uses clustered around four practical roles: generating initial code and queries, supporting debugging and testing, transforming data or commands via natural language prompts, and reducing cognitive burden in repetitive or complex tasks. Conclusions: At a large research intensive university, generative AI adoption in research software development is already common among active developers and is expected to expand. The observed gender disparity signals a potential equity risk as tool assisted development becomes normalized. These findings provide an empirical baseline for multi institution replication and for evaluating how generative AI may reshape the organization and distribution of research software work. Copyright: © 2026 Besser SA et al.","2026","2026-05-23 22:53:11","2026-05-24 19:09:28","","","","","6","","Open. Res. Eur.","","","","","","F1000 Research Ltd","","English","","","Scopus","","","","","<div data-schema-version=""9""><p>E282</p> </div>; <p>Export Date: 04 May 2026; Cited By: 0; Correspondence Address: E.A. Jensen; Institute for Methods Innovation, Dublin, Ireland; email: eric@methodsinnovation.org</p>; <div data-schema-version=""9""><p>Paper_282</p> </div>","/Users/lguevara/Zotero/storage/A6UIQLLW/Besser et al. - 2026 - How Generative AI is Shaping Research Software Development and Maintenance at a Research-Intensive U.pdf","","academic research; AI-assisted programming; artificial intelligence adoption; code generation; computational research; debugging; demographic patterns; gender disparities; generative AI; higher education; mixed methods; research productivity; research software; research workflows; research-intensive university; scholarly software; software development; software maintenance; survey research; technology adoption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3UBEXRP","conferencePaper","2025","Kudriavtseva, Arina; Hotak, Nisar Ahmad; Gadyatskaya, Olga","My Code Is Less Secure with Gen AI: Surveying Developers' Perceptions of the Impact of Code Generation Tools on Security","Proc ACM Symp Appl Computing","979-840070629-5 (ISBN)","","10.1145/3672608.3707778","https://www.scopus.com/pages/publications/105006445991?origin=resultslist","Background: Generative AI (GAI) tools like GitHub Copilot and ChatGPT are transforming software development by automating code generation and enhancing developers' productivity. However, since these tools are often trained on open-source repositories, they may inadvertently reproduce vulnerable code, raising concerns about the security of AI-generated outputs. Aims: In this paper, we aim to investigate how developers perceive code security when using GAI tools. Method: We conducted a survey with 105 software developers with diverse experience levels to gather their perceptions regarding the security of generated code and their suggestions for improving it. Results: While developers reported increased development speed when using GAI tools, many spend additional time on security reviews and documentation of the generated code, and they are worried about the overreliance on AI and vulnerabilities in the code. Only about a quarter of the developers expressed confidence in the code generated by AI, and, moreover, experienced developers perceive that their proficiency in secure coding decreases when using GAI tools. Our results provide organizations with a better understanding of the risks associated with GAI tools and help improve their software security programs. Copyright © 2025 held by the owner/author(s).","2025","2026-05-23 22:53:26","2026-05-24 00:18:10","","1637-1646","","","","","","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","Journal Abbreviation: Proc ACM Symp Appl Computing","<div data-schema-version=""9""><p>E286</p> </div>; <p>Export Date: 04 May 2026; Cited By: 3; Correspondence Address: A. Kudriavtseva; Leiden University, Leiden, Netherlands; email: a.kudriavtseva@liacs.leidenuniv.nl; Conference name: 40th Annual ACM Symposium on Applied Computing, SAC 2025; Conference date: 31 March 2025 through 4 April 2025; Conference code: 208932</p>; <div data-schema-version=""9""><p>Paper_286</p> </div>","/Users/lguevara/Zotero/storage/745ZK9GV/Kudriavtseva et al. - 2025 - My Code Is Less Secure with Gen AI Surveying Developers' Perceptions of the Impact of Code Generati.pdf","","Code generation tools; Code security; Codegeneration; Computer operating systems; Computer software selection and evaluation; developer study; Developer study; generated code security; Generated code security; Open source repositories; Open source software; Report generators; Secure coding; secure software development; Secure software development; Software design; Software developer; Software security; System program documentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the ACM Symposium on Applied Computing","","","","","","","","","","","","","","",""
"SHK7HFTQ","conferencePaper","2025","Meem, Fairuz Nawer; Johnson, Brittany","Investigating the Impact of AI-Assisted Tools on Software Practitioner Well-Being","Proc. of IEEE Symp. Vis. Lang. Hum.-Cent. Comput., VL/HCC","19436092 (ISSN); 979-833150233-1 (ISBN)","","10.1109/VL-HCC65237.2025.00068","https://www.scopus.com/pages/publications/105031773617?origin=resultslist","The rapid integration of AI-assisted tools such as ChatGPT, GitHub Copilot, and Gemini into software development has reshaped how practitioners perform tasks, collaborate, and manage their workloads. While these tools offer productivity gains, they also introduce new job demands, such as cognitive overload, emotional stress, and blurred work-life boundaries that can affect practitioners' well-being. We designed a research study to investigate the short and long-term well-being impacts of AIassisted tools on software practitioners, using the Job DemandsResources (JD-R) model as a guiding framework. Through a mixed-methods study combining survey and interview data, we aim to identify both beneficial and harmful patterns emerging from use of AI-assisted tools. Our findings thus far suggest both positive and negative impacts of AI-Assisted tools on software practitioner well-being. We also found significant differences in impact between practitioners with and without neurocognitive conditions, underscoring the need for inclusive tool design and thoughtful organizational policies. This research contributes theoretical insights into the evolving human-tool relationship in software development and aims to inform the ethical and sustainable integration of AI into developer workflows. © 2025 IEEE.","2025","2026-05-23 22:53:31","2026-05-24 01:12:19","","447-449","","","","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","Journal Abbreviation: Proc. of IEEE Symp. Vis. Lang. Hum.-Cent. Comput., VL/HCC","<div data-schema-version=""9""><p>E290</p> </div>; <p>Export Date: 04 May 2026; Cited By: 0; Correspondence Address: F.N. Meem; George Mason University, Department of Computer Science, United States; email: fmeem@gmu.edu; Conference name: 2025 IEEE Symposium on Visual Languages and Human-Centric Computing, VL-HCC 2025; Conference date: 6 October 2025 through 10 October 2025; Conference code: 218851</p>; <div data-schema-version=""9""><p>Paper_290</p> </div>","/Users/lguevara/Zotero/storage/TB4L4U92/Meem and Johnson - 2025 - Investigating the Impact of AI-Assisted Tools on Software Practitioner Well-Being.pdf","","ChatGPT; Cognitive overload; Computer aided software engineering; Emotional stress; Employment; Job demands; Language model; Large language model; large language models; mental health; Mental health; productivity; Productivity gain; Software design; Software practitioners; Well being; well-being","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC","","","","","","","","","","","","","","",""
"DZ9A4CBS","conferencePaper","2025","Pereira, Guilherme Vaz; Jackson, Victoria; Prikladnicki, Rafael; van der Hoek, André; Fortes, Luciane; Araújo, Carolina; Coelho, André; Chelli, Ligia; Ramos, Diego","Exploring GenAI in Software Development: Insights from a Case Study in a Large Brazilian Company","IEEE/ACM Int. Conf. Softw. Eng. - Softw. Eng. Pract.","28327640 (ISSN); 979-833153685-5 (ISBN)","","10.1109/ICSE-SEIP66354.2025.00035","https://www.scopus.com/pages/publications/105016251108?origin=resultslist","Recent progress in Generative AI (GenAI) impacts different software engineering (ES) tasks in software development cycle, e.g., from code generation to program repair, and presents a promising avenue for enhancing the productivity of development teams. GenAI based tools have the potential to change the way we develop software and have received attention from industry and academia. However, although some studies have been addressing the adoption of these tools in the software industry, little is known about what are developers' real experiences in a professional software development context, aside the hype. In this paper, we explore the use of GenAI tools by a large Brazilian media company that has teams developing software in-house. We observed practitioners for six weeks and used online surveys at different time points to understand their expectations, perceptions, and concerns about these tools in their daily work. In addition, we automatically collected quantitative data from the company's development systems, aiming at getting insights about how GenAI impacts the development process during the period. Our results provide insights into how practitioners perceive and utilize GenAI in their daily work in software development. © 2025 IEEE.","2025","2026-05-23 22:53:36","2026-05-24 01:33:08","","330-341","","2025","","","","","","","","","Institute of Electrical and Electronics Engineers","","English","","","Scopus","","","","Journal Abbreviation: IEEE/ACM Int. Conf. Softw. Eng. - Softw. Eng. Pract.","<div data-schema-version=""9""><p>E292</p> </div>; <p>Export Date: 04 May 2026; Cited By: 2; Conference name: 47th IEEE/ACM International Conference on Software Engineering: Software Engineering in Practice, ICSE-SEIP 2025; Conference date: 27 April 2025 through 3 May 2025; Conference code: 211644</p>; <div data-schema-version=""9""><p>Paper_292</p> </div>","/Users/lguevara/Zotero/storage/ZI73L8KG/Pereira et al. - 2025 - Exploring GenAI in Software Development Insights from a Case Study in a Large Brazilian Company.pdf","","AI for SE; Brazilian companies; Case-studies; Codegeneration; Development teams; Generative AI; Industry case studies; Industry Case Study; Recent progress; Software design; Software Development; Software development cycles; Software industry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE/ACM International Conference on Software Engineering - Software Engineering in Practice","","","","","","","","","","","","","","",""
"R6G3MSWF","conferencePaper","2025","Sabouri, Sandra; Eibl, Philipp; Zhou, Xinyi; Ziyadi, Morteza; Medvidovic, Nenad; Lindemann, Lars; Chattopadhyay, Souti","Trust Dynamics in AI-Assisted Development: Definitions, Factors, and Implications","Proc Int Conf Software Eng","02705257 (ISSN); 979-833150569-1 (ISBN)","","10.1109/ICSE55347.2025.00199","https://www.scopus.com/pages/publications/105010311765?origin=resultslist","Software developers increasingly rely on AI code generation utilities. To ensure that 'good' code is accepted into the code base and 'bad' code is rejected, developers must know when to trust an AI suggestion. Understanding how developers build this intuition is crucial to enhancing developer-AI collaborative programming. In this paper, we seek to understand how developers (1) define and (2) evaluate the trustworthiness of a code suggestion and (3) how trust evolves when using AI code assistants. To answer these questions, we conducted a mixed method study consisting of an in-depth exploratory survey with (n=29) developers followed by an observation study (n=10). We found that comprehensibility and perceived correctness were the most frequently used factors to evaluate code suggestion trustworthiness. However, the gap in developers' definition and evaluation of trust points to a lack of support for evaluating trustworthy code in real-time. We also found that developers often alter their trust decisions, keeping only 52% of original suggestions. Based on these findings, we extracted four guidelines to enhance developer-AI interactions. We validated the guidelines through a survey with (n=7) domain experts and survey members (n=8). We discuss the validated guidelines, how to apply them, and tools to help adopt them.  © 2025 IEEE.","2025","2026-05-23 22:53:49","2026-05-23 23:58:17","","1678-1690","","","","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","Journal Abbreviation: Proc Int Conf Software Eng","<div data-schema-version=""9""><p>E293</p> </div>; <p>Export Date: 04 May 2026; Cited By: 2; Conference name: 47th IEEE/ACM International Conference on Software Engineering, ICSE 2025; Conference date: 27 April 2025 through 3 May 2025; Conference code: 209953; CODEN: PCSED</p>; <div data-schema-version=""9""><p>Paper_293</p> </div>","/Users/lguevara/Zotero/storage/RX28GZUS/Sabouri et al. - 2025 - Trust Dynamics in AI-Assisted Development Definitions, Factors, and Implications.pdf","","AI-code assistant; AI-code assistants; Automatic programming; Codegeneration; Codes (symbols); Collaborative programming; Computer programming languages; Distributed computer systems; Exploratory surveys; Good code; Mixed method; Real- time; Software design; Software developer; Software development; Trust; Trust dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Software Engineering","","","","","","","","","","","","","","",""
"MKKDZHHI","journalArticle","2024","Weber, Thomas; Brandmaier, Maximilian; Schmidt, Albrecht; Mayer, Sven","Significant Productivity Gains through Programming with Large Language Models","Proceedings of the ACM on Human-Computer Interaction","","25730142 (ISSN)","10.1145/3661145","https://www.scopus.com/pages/publications/85196400315?origin=resultslist","Large language models like GPT and Codex drastically alter many daily tasks, including programming, where they can rapidly generate code from natural language or informal specifications. Thus, they will change what it means to be a programmer and how programmers act during software development. This work explores how AI assistance for code generation impacts productivity. In our user study (N=24), we asked programmers to complete Python programming tasks supported by a) an auto-complete interface using GitHub Copilot, b) a conversational system using GPT-3, and c) traditionally with just the web browser. Aside from significantly increasing productivity metrics, participants displayed distinctive usage patterns and strategies, highlighting that the form of presentation and interaction affects how users engage with these systems. Our findings emphasize the benefits of AI-assisted coding and highlight the different design challenges for these systems.  © 2024 Owner/Author.","2024","2026-05-23 22:54:02","2026-05-24 00:57:58","","","","EICS","8","","Proc. ACM Hum. Comput. Interact.","","","","","","Association for Computing Machinery","","English","","","Scopus","","","","","<div data-schema-version=""9""><p>E295</p> </div>; <p>Export Date: 04 May 2026; Cited By: 41</p>; <div data-schema-version=""9""><p>Paper_295</p> </div>","/Users/lguevara/Zotero/storage/YVIMW75Y/Weber et al. - 2024 - Significant Productivity Gains through Programming with Large Language Models.pdf","","C (programming language); Codegeneration; Computational linguistics; Daily tasks; github copilot; Github copilot; gpt; Gpt; Language model; language models; Natural languages; Productivity gain; programming; Programming; Python programming; Software design; software development; User interfaces; user study; User study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
